Data,Região,Produto,Quantidade,Preço Unitário,Custo Unitário,Lucro Bruto
2023-12-16,Centro-Oeste,Fone de Ouvido,18,4271.53,1639.43,47377.79999999999
2023-12-16,Centro-Oeste,Carregador,16,1769.36,986.86,12519.999999999998
2023-12-16,Centro-Oeste,Mouse,19,2145.28,907.55,23516.870000000006
2023-12-16,Sudeste,Mouse,19,4696.62,281.56,83886.13999999998
2023-12-17,Sul,Smartphone,13,2832.62,1713.95,14542.709999999997
2023-12-18,Norte,Notebook,13,2987.91,751.2,29077.23
2023-12-18,Norte,Notebook,1,1165.18,160.49,1004.69
2023-12-19,Nordeste,Mouse,3,4757.34,687.05,12210.869999999999
2023-12-19,Sudeste,Teclado,19,2320.09,1493.05,15713.760000000004
2023-12-19,Sudeste,Fone de Ouvido,2,3324.74,2008.6,2632.2799999999997
2023-12-19,Nordeste,Notebook,8,2628.87,2353.34,2204.239999999998
2023-12-20,Norte,Smartphone,5,2404.11,816.38,7938.65
2023-12-20,Nordeste,Teclado,12,618.24,241.46,4521.36
2023-12-20,Centro-Oeste,Notebook,15,2539.33,1815.45,10858.199999999999
2023-12-21,Sul,Teclado,9,3842.8,1622.84,19979.64
2023-12-21,Sudeste,Fone de Ouvido,17,2323.63,1983.81,5776.940000000002
2023-12-22,Sudeste,Teclado,1,3238.55,1375.93,1862.6200000000001
2023-12-22,Sul,Monitor,4,4241.44,695.53,14183.64
2023-12-22,Centro-Oeste,Carregador,19,1378.21,1020.65,6793.640000000001
2023-12-22,Nordeste,Mouse,17,3587.65,764.03,48001.54
2023-12-22,Centro-Oeste,Teclado,8,4245.49,2608.25,13097.919999999998
2023-12-22,Centro-Oeste,Smartphone,4,1622.77,43.81,6315.84
2023-12-22,Sul,Fone de Ouvido,1,3150.92,330.97,2819.95
2023-12-23,Sudeste,Teclado,10,4897.16,2677.81,22193.5
2023-12-23,Nordeste,Smartphone,5,3859.6,2027.27,9161.65
2023-12-23,Sul,Smartphone,5,3159.79,485.89,13369.5
2023-12-23,Centro-Oeste,Notebook,3,2238.2,1975.76,787.3199999999995
2023-12-23,Nordeste,Mouse,16,4395.33,1524.81,45928.32
2023-12-23,Sudeste,Fone de Ouvido,16,1965.2,1798.21,2671.84
2023-12-23,Sudeste,Notebook,11,2977.3,555.86,26635.84
2023-12-24,Nordeste,Monitor,18,4534.05,1078.27,62204.04
2023-12-24,Nordeste,Fone de Ouvido,5,4222.63,951.15,16357.4
2023-12-24,Nordeste,Fone de Ouvido,18,4583.66,443.29,74526.66
2023-12-24,Sul,Fone de Ouvido,18,2301.81,1017.17,23123.519999999997
2023-12-25,Norte,Monitor,3,4293.14,1963.92,6987.660000000001
2023-12-25,Nordeste,Teclado,19,4923.11,1441.93,66142.41999999998
2023-12-25,Nordeste,Smartphone,15,1339.96,683.26,9850.5
2023-12-26,Sudeste,Fone de Ouvido,11,4412.2,1365.11,33517.990000000005
2023-12-26,Sudeste,Notebook,5,2184.67,782.47,7011.0
2023-12-26,Norte,Carregador,10,1788.48,937.01,8514.7
2023-12-26,Sul,Smartphone,9,4087.76,1155.7,26388.540000000005
2023-12-26,Sudeste,Mouse,7,1657.16,890.99,5363.1900000000005
2023-12-26,Sul,Monitor,18,2176.35,453.76,31006.62
2023-12-26,Sul,Smartphone,3,2999.62,2861.6,414.05999999999995
2023-12-26,Nordeste,Monitor,11,3852.7,2731.4,12334.299999999997
2023-12-27,Norte,Smartphone,7,4910.0,2841.13,14482.09
2023-12-28,Sul,Carregador,5,2508.55,2099.32,2046.15
2023-12-29,Sudeste,Smartphone,10,2872.68,72.56,28001.199999999997
2023-12-29,Norte,Mouse,6,2557.16,1049.45,9046.259999999998
2023-12-29,Centro-Oeste,Carregador,17,375.12,196.9,3029.74
2023-12-29,Sul,Teclado,14,3157.53,1236.32,26896.940000000002
2023-12-29,Norte,Fone de Ouvido,8,2423.73,1970.58,3625.2000000000007
2023-12-30,Nordeste,Teclado,10,4951.74,308.67,46430.7
2023-12-30,Sudeste,Fone de Ouvido,19,4193.74,1035.48,60006.939999999995
2023-12-30,Centro-Oeste,Carregador,14,4163.65,1259.13,40663.27999999999
2023-12-30,Norte,Mouse,10,4605.86,2117.14,24887.199999999997
2023-12-30,Centro-Oeste,Carregador,4,2036.77,1579.62,1828.6000000000004
2023-12-30,Nordeste,Carregador,3,2934.48,2615.51,956.9099999999994
2023-12-30,Centro-Oeste,Monitor,11,3289.58,2324.83,10612.25
2023-12-30,Centro-Oeste,Monitor,3,2875.27,2677.97,591.9000000000005
2023-12-31,Sul,Teclado,3,2591.3,2104.87,1459.2900000000009
2023-12-31,Sudeste,Fone de Ouvido,1,2574.84,317.23,2257.61
2023-12-31,Centro-Oeste,Smartphone,9,1662.51,807.1,7698.69
2023-12-31,Nordeste,Fone de Ouvido,3,4784.94,2436.16,7046.339999999999
2023-12-31,Centro-Oeste,Fone de Ouvido,9,1685.71,357.55,11953.44
2023-12-31,Norte,Teclado,18,3633.42,545.18,55588.32000000001
2023-12-31,Sul,Monitor,2,3072.56,2564.61,1015.8999999999996
2023-12-31,Sudeste,Smartphone,9,2736.73,52.78,24155.55
2024-01-01,Sul,Monitor,10,1872.94,71.84,18011.0
2024-01-01,Norte,Monitor,14,2859.3,1269.95,22250.9
2024-01-02,Sudeste,Notebook,19,3124.32,58.35,58253.43000000001
2024-01-02,Nordeste,Monitor,8,3589.75,1607.52,15857.84
2024-01-02,Centro-Oeste,Teclado,17,1843.03,793.92,17834.870000000003
2024-01-02,Sul,Smartphone,14,3193.2,2318.46,12246.359999999997
2024-01-02,Centro-Oeste,Teclado,13,4582.18,2614.69,25577.370000000003
2024-01-02,Centro-Oeste,Teclado,4,1412.11,117.86,5177.0
2024-01-03,Sudeste,Fone de Ouvido,11,4031.19,1933.39,23075.800000000003
2024-01-03,Norte,Teclado,7,4019.63,934.05,21599.059999999998
2024-01-03,Norte,Fone de Ouvido,12,1547.22,68.54,17744.16
2024-01-03,Nordeste,Carregador,17,4114.65,317.19,64556.81999999999
2024-01-03,Nordeste,Notebook,10,2467.74,1855.5,6122.399999999998
2024-01-03,Nordeste,Mouse,4,4039.96,2341.5,6793.84
2024-01-03,Sul,Smartphone,8,4151.6,1240.78,23286.560000000005
2024-01-04,Norte,Notebook,7,3592.93,1883.41,11966.639999999998
2024-01-04,Nordeste,Teclado,15,2246.61,1552.19,10416.300000000001
2024-01-05,Nordeste,Notebook,11,4868.86,2493.83,26125.329999999998
2024-01-05,Sul,Notebook,16,4444.16,1072.7,53943.36
2024-01-05,Centro-Oeste,Carregador,13,4280.01,843.84,44670.21
2024-01-05,Centro-Oeste,Fone de Ouvido,17,4334.91,2920.3,24048.369999999995
2024-01-05,Sul,Notebook,17,4034.69,199.96,65190.41
2024-01-05,Sul,Fone de Ouvido,7,1710.55,1144.33,3963.54
2024-01-06,Sudeste,Monitor,18,2739.23,950.78,32192.100000000002
2024-01-06,Norte,Monitor,4,3727.12,2775.0,3808.4799999999996
2024-01-06,Sul,Monitor,6,3385.04,2517.04,5208.0
2024-01-07,Norte,Fone de Ouvido,2,2846.79,1456.78,2780.02
2024-01-07,Nordeste,Monitor,1,4421.42,2217.58,2203.84
2024-01-07,Sudeste,Monitor,8,1073.03,44.13,8231.199999999999
2024-01-08,Nordeste,Notebook,18,4484.43,147.81,78059.16
2024-01-08,Sul,Smartphone,19,3470.81,690.98,52816.77
2024-01-08,Sudeste,Teclado,4,2059.14,292.48,7066.639999999999
2024-01-08,Sul,Smartphone,7,2155.81,1422.74,5131.49
2024-01-08,Nordeste,Smartphone,16,2887.77,732.95,34477.119999999995
2024-01-08,Centro-Oeste,Monitor,4,1666.19,935.44,2923.0
2024-01-08,Sudeste,Teclado,4,4175.29,625.97,14197.279999999999
2024-01-08,Centro-Oeste,Smartphone,2,4058.5,2965.6,2185.8
2024-01-08,Nordeste,Monitor,12,2320.37,1304.77,12187.199999999999
2024-01-09,Norte,Notebook,3,2643.02,2634.37,25.950000000000273
2024-01-09,Sul,Smartphone,17,4431.13,1381.1,51850.51
2024-01-09,Sudeste,Carregador,17,3300.82,782.48,42811.78
2024-01-09,Nordeste,Notebook,18,4098.23,1531.1,46208.34
2024-01-09,Nordeste,Monitor,18,4401.97,1018.83,60896.520000000004
2024-01-09,Norte,Fone de Ouvido,15,2755.25,2110.85,9666.000000000002
2024-01-10,Centro-Oeste,Smartphone,8,4733.68,2548.38,17482.4
2024-01-10,Sudeste,Teclado,18,2039.17,269.55,31853.160000000003
2024-01-10,Norte,Smartphone,4,1704.27,528.46,4703.24
2024-01-10,Sul,Monitor,1,2605.34,284.56,2320.78
2024-01-10,Centro-Oeste,Teclado,15,3310.69,2419.46,13368.45
2024-01-10,Norte,Teclado,15,1495.05,1204.75,4354.499999999999
2024-01-10,Nordeste,Fone de Ouvido,19,2955.78,514.03,46393.25
2024-01-11,Norte,Teclado,4,1992.64,1160.85,3327.1600000000008
2024-01-11,Centro-Oeste,Mouse,6,3494.32,990.23,15024.54
2024-01-12,Norte,Mouse,10,1129.48,501.35,6281.3
2024-01-12,Norte,Smartphone,2,4323.35,2634.83,3377.040000000001
2024-01-12,Norte,Monitor,18,1489.99,304.01,21347.64
2024-01-12,Sul,Carregador,14,2483.65,281.72,30827.020000000004
2024-01-13,Norte,Teclado,12,2577.05,1633.54,11322.120000000003
2024-01-13,Centro-Oeste,Teclado,1,4828.73,908.43,3920.2999999999997
2024-01-13,Nordeste,Carregador,9,4792.01,1333.99,31122.180000000004
2024-01-13,Sudeste,Monitor,5,4129.8,2142.04,9938.800000000001
2024-01-13,Sul,Monitor,3,4194.54,2653.31,4623.6900000000005
2024-01-13,Nordeste,Fone de Ouvido,15,3074.32,1825.66,18729.9
2024-01-14,Norte,Notebook,10,3235.19,443.75,27914.4
2024-01-14,Sul,Monitor,16,4451.67,761.7,59039.520000000004
2024-01-14,Nordeste,Smartphone,18,3675.36,638.91,54656.100000000006
2024-01-14,Centro-Oeste,Teclado,17,3487.27,453.65,51571.54
2024-01-14,Centro-Oeste,Notebook,10,1197.63,876.24,3213.900000000001
2024-01-14,Norte,Teclado,14,3259.7,2441.24,11458.44
2024-01-15,Sudeste,Teclado,17,1650.97,1177.88,8042.529999999999
2024-01-15,Sul,Smartphone,14,4412.38,916.93,48936.3
2024-01-15,Centro-Oeste,Monitor,8,1707.54,1298.77,3270.16
2024-01-15,Norte,Notebook,3,4787.18,1513.91,9819.810000000001
2024-01-15,Sudeste,Smartphone,10,4852.31,1406.9,34454.100000000006
2024-01-16,Centro-Oeste,Carregador,9,2512.72,366.6,19315.079999999998
2024-01-16,Sudeste,Fone de Ouvido,1,2048.3,179.89,1868.4100000000003
2024-01-16,Nordeste,Carregador,10,4883.71,942.91,39408.0
2024-01-16,Nordeste,Smartphone,10,1747.2,1605.97,1412.3000000000002
2024-01-16,Nordeste,Carregador,16,2755.01,1087.67,26677.440000000002
2024-01-16,Nordeste,Carregador,3,2953.62,335.09,7855.589999999999
2024-01-16,Sudeste,Fone de Ouvido,10,2560.84,1242.51,13183.300000000001
2024-01-17,Sul,Smartphone,19,2594.51,64.13,48077.22
2024-01-17,Sudeste,Fone de Ouvido,1,3443.61,2758.7,684.9100000000003
2024-01-17,Centro-Oeste,Fone de Ouvido,17,4431.27,1885.6,43276.39000000001
2024-01-18,Centro-Oeste,Carregador,4,4004.88,1746.94,9031.76
2024-01-18,Norte,Carregador,4,934.11,113.71,3281.6
2024-01-18,Nordeste,Fone de Ouvido,18,3353.44,1892.11,26303.940000000002
2024-01-18,Sudeste,Carregador,8,4674.47,297.13,35018.72
2024-01-18,Centro-Oeste,Carregador,3,3243.43,505.95,8212.44
2024-01-18,Sul,Notebook,19,4527.96,581.28,74986.92000000001
2024-01-18,Sudeste,Notebook,13,4058.86,1050.46,39109.200000000004
2024-01-19,Sudeste,Monitor,13,1545.82,822.79,9399.39
2024-01-19,Sul,Monitor,17,1133.95,40.24,18593.07
2024-01-19,Sudeste,Teclado,13,4434.45,1722.74,35252.23
2024-01-19,Centro-Oeste,Monitor,3,4774.1,410.92,13089.54
2024-01-20,Sudeste,Monitor,16,3961.71,1281.43,42884.479999999996
2024-01-20,Sudeste,Teclado,7,4386.39,1697.42,18822.79
2024-01-20,Sudeste,Mouse,9,1797.47,1722.86,671.4900000000011
2024-01-20,Sudeste,Mouse,15,1360.6,1151.02,3143.699999999999
2024-01-20,Sudeste,Teclado,14,1499.31,570.86,12998.3
2024-01-20,Sudeste,Mouse,9,2824.27,1047.43,15991.56
2024-01-20,Nordeste,Carregador,15,3143.34,1026.48,31752.9
2024-01-20,Nordeste,Carregador,16,4389.56,2335.39,32866.72000000001
2024-01-21,Norte,Carregador,7,3513.19,2446.56,7466.410000000001
2024-01-21,Norte,Carregador,6,2896.38,2124.08,4633.800000000001
2024-01-21,Nordeste,Mouse,3,1196.92,601.78,1785.4200000000003
2024-01-21,Nordeste,Fone de Ouvido,15,3806.62,1835.52,29566.5
2024-01-21,Sudeste,Carregador,16,3975.66,1988.16,31799.999999999996
2024-01-21,Sudeste,Teclado,2,4842.76,2542.53,4600.46
2024-01-22,Nordeste,Teclado,17,1931.58,498.8,24357.26
2024-01-22,Nordeste,Monitor,13,4438.6,1871.73,33369.310000000005
2024-01-22,Sudeste,Smartphone,7,1987.12,1254.63,5127.4299999999985
2024-01-22,Sul,Carregador,5,394.88,81.27,1568.0500000000002
2024-01-22,Norte,Smartphone,13,4269.0,1863.16,31275.920000000002
2024-01-23,Sudeste,Smartphone,16,3377.75,442.05,46971.2
2024-01-23,Sul,Smartphone,6,4613.18,820.46,22756.32
2024-01-23,Norte,Smartphone,13,3444.23,2505.01,12209.859999999997
2024-01-23,Nordeste,Carregador,1,4309.6,2054.64,2254.9600000000005
2024-01-23,Nordeste,Smartphone,13,2246.21,432.47,23578.62
2024-01-24,Centro-Oeste,Monitor,13,4561.56,32.55,58877.130000000005
2024-01-24,Nordeste,Fone de Ouvido,7,2347.77,1991.85,2491.4400000000005
2024-01-25,Sul,Fone de Ouvido,1,4175.69,2061.89,2113.7999999999997
2024-01-25,Sul,Carregador,18,3539.6,1873.5,29989.8
2024-01-25,Norte,Carregador,17,1408.54,574.73,14174.769999999999
2024-01-25,Nordeste,Notebook,19,4921.49,2803.42,40243.329999999994
2024-01-25,Centro-Oeste,Monitor,16,2529.65,1721.8,12925.600000000002
2024-01-26,Sul,Mouse,11,4432.23,2570.98,20473.749999999996
2024-01-26,Sul,Carregador,9,3925.64,1238.6,24183.36
2024-01-26,Sudeste,Teclado,19,3394.22,2221.16,22288.14
2024-01-26,Norte,Notebook,15,4082.54,2086.46,29941.199999999997
2024-01-26,Norte,Notebook,18,3242.03,1140.09,37834.92000000001
2024-01-26,Sudeste,Mouse,9,4087.14,873.96,28918.62
2024-01-27,Nordeste,Monitor,2,3935.75,656.34,6558.82
2024-01-27,Centro-Oeste,Teclado,17,4448.61,1291.1,53677.67
2024-01-27,Centro-Oeste,Mouse,2,3685.2,1872.79,3624.8199999999997
2024-01-27,Norte,Smartphone,5,2651.47,1887.43,3820.199999999999
2024-01-27,Centro-Oeste,Carregador,12,3235.59,1624.33,19335.120000000003
2024-01-27,Norte,Teclado,8,2702.35,611.17,16729.44
2024-01-28,Sul,Mouse,12,3685.15,1557.28,25534.44
2024-01-28,Nordeste,Fone de Ouvido,9,884.59,222.49,5958.900000000001
2024-01-28,Norte,Notebook,5,3146.5,1796.94,6747.799999999999
2024-01-28,Sudeste,Notebook,8,3095.38,2403.74,5533.120000000003
2024-01-28,Nordeste,Mouse,2,1853.21,538.29,2629.84
2024-01-28,Norte,Mouse,19,2796.97,168.9,49933.329999999994
2024-01-28,Sudeste,Carregador,15,2710.47,1395.74,19720.949999999997
2024-01-29,Norte,Smartphone,9,3281.45,2357.31,8317.259999999998
2024-01-29,Sul,Fone de Ouvido,5,3148.99,2313.83,4175.799999999999
2024-01-29,Centro-Oeste,Notebook,2,2814.44,2643.77,341.34000000000015
2024-01-29,Sudeste,Carregador,17,1342.58,950.41,6666.889999999999
2024-01-29,Nordeste,Smartphone,7,4057.43,1711.77,16419.62
2024-01-30,Sul,Carregador,8,1622.91,211.7,11289.68
2024-01-30,Norte,Notebook,18,1976.34,736.73,22312.98
2024-01-30,Norte,Carregador,18,3522.38,1685.22,33068.880000000005
2024-01-30,Nordeste,Carregador,16,4472.97,2999.09,23582.08
2024-01-30,Norte,Notebook,16,4832.18,73.41,76140.32
2024-01-30,Sudeste,Notebook,4,4417.15,1754.67,10649.919999999998
2024-01-30,Centro-Oeste,Mouse,6,4376.73,1838.39,15230.039999999995
2024-01-30,Sudeste,Mouse,9,2367.16,642.5,15521.939999999999
2024-01-30,Sul,Notebook,4,3116.96,1173.19,7775.08
2024-01-31,Norte,Carregador,18,4032.44,900.18,56380.68000000001
2024-01-31,Norte,Smartphone,8,3707.05,2256.98,11600.560000000001
2024-02-01,Centro-Oeste,Mouse,14,1494.19,949.24,7629.300000000001
2024-02-01,Nordeste,Fone de Ouvido,15,2519.99,656.94,27945.749999999996
2024-02-01,Nordeste,Teclado,18,1653.94,706.45,17054.82
2024-02-01,Nordeste,Notebook,2,3361.6,1265.94,4191.32
2024-02-01,Sul,Smartphone,12,2821.8,840.3,23778.000000000004
2024-02-02,Sul,Notebook,13,4047.14,977.0,39911.82
2024-02-02,Nordeste,Carregador,5,1910.62,1295.33,3076.45
2024-02-02,Norte,Notebook,6,3200.53,2816.1,2306.5800000000017
2024-02-02,Norte,Teclado,15,3200.83,219.2,44724.450000000004
2024-02-02,Nordeste,Carregador,12,3401.32,1627.36,21287.520000000004
2024-02-02,Norte,Mouse,1,4622.26,2780.74,1841.5200000000004
2024-02-04,Norte,Fone de Ouvido,11,3345.62,333.28,33135.740000000005
2024-02-04,Sudeste,Smartphone,8,2220.17,1308.76,7291.280000000001
2024-02-04,Centro-Oeste,Notebook,12,3467.37,108.27,40309.2
2024-02-04,Nordeste,Smartphone,6,3770.32,2997.76,4635.36
2024-02-04,Norte,Mouse,17,4234.18,667.89,60626.93000000001
2024-02-05,Centro-Oeste,Smartphone,18,4232.45,2966.25,22791.6
2024-02-05,Sudeste,Teclado,12,3243.43,512.94,32765.879999999997
2024-02-05,Sul,Smartphone,12,1908.76,1547.76,4332.0
2024-02-05,Norte,Monitor,3,2629.43,1477.61,3455.46
2024-02-05,Sudeste,Monitor,18,3201.77,2807.21,7102.079999999999
2024-02-05,Sudeste,Mouse,9,4742.05,1603.64,28245.69
2024-02-05,Norte,Teclado,10,4463.12,227.47,42356.5
2024-02-05,Sul,Mouse,18,4976.1,1902.39,55326.78
2024-02-06,Sul,Monitor,4,4619.27,1730.48,11555.160000000002
2024-02-06,Sul,Smartphone,7,2737.79,364.67,16611.84
2024-02-06,Centro-Oeste,Monitor,17,3026.12,2084.04,16015.359999999999
2024-02-06,Nordeste,Notebook,19,3628.7,2784.34,16042.839999999993
2024-02-07,Sudeste,Smartphone,7,4053.67,2711.44,9395.61
2024-02-07,Centro-Oeste,Carregador,7,2869.82,1243.01,11387.670000000002
2024-02-07,Norte,Fone de Ouvido,11,4953.61,1194.57,41349.44
2024-02-07,Sul,Smartphone,14,3034.59,1642.51,19489.120000000003
2024-02-08,Norte,Smartphone,4,1858.62,518.27,5361.4
2024-02-08,Norte,Carregador,5,3351.5,1325.54,10129.8
2024-02-08,Norte,Smartphone,10,4778.67,2156.93,26217.4
2024-02-08,Centro-Oeste,Teclado,8,2377.64,343.18,16275.679999999998
2024-02-09,Centro-Oeste,Carregador,19,1211.38,750.97,8747.79
2024-02-09,Sudeste,Smartphone,10,4800.46,2061.97,27384.9
2024-02-09,Centro-Oeste,Mouse,13,2656.3,1370.55,16714.750000000004
2024-02-09,Nordeste,Smartphone,6,4355.51,853.56,21011.7
2024-02-10,Sul,Smartphone,6,4009.74,249.63,22560.659999999996
2024-02-10,Sul,Monitor,7,3524.67,817.09,18953.059999999998
2024-02-10,Nordeste,Monitor,8,1678.53,1179.95,3988.6399999999994
2024-02-11,Sul,Teclado,18,2953.83,2372.47,10464.480000000003
2024-02-11,Sudeste,Smartphone,15,1777.5,834.1,14151.0
2024-02-11,Sul,Fone de Ouvido,13,3470.23,1244.75,28931.24
2024-02-12,Nordeste,Notebook,18,4026.13,2153.08,33714.9
2024-02-12,Norte,Mouse,16,1254.35,370.48,14141.919999999998
2024-02-12,Centro-Oeste,Notebook,15,4856.48,2861.37,29926.649999999994
2024-02-12,Sul,Carregador,10,4182.27,1034.13,31481.4
2024-02-12,Sudeste,Mouse,8,2845.98,1744.08,8815.2
2024-02-12,Norte,Fone de Ouvido,10,4905.17,1926.56,29786.100000000002
2024-02-12,Norte,Monitor,18,2099.84,824.34,22959.0
2024-02-13,Sul,Carregador,8,4245.84,2224.76,16168.64
2024-02-13,Norte,Notebook,9,3795.62,2951.07,7600.949999999997
2024-02-13,Nordeste,Teclado,2,2831.97,32.87,5598.2
2024-02-13,Nordeste,Fone de Ouvido,2,4283.41,383.36,7800.099999999999
2024-02-13,Nordeste,Mouse,17,3283.63,1709.38,26762.25
2024-02-13,Centro-Oeste,Carregador,11,4702.1,2669.61,22357.390000000003
2024-02-13,Centro-Oeste,Carregador,1,3131.67,2039.71,1091.96
2024-02-13,Sudeste,Monitor,12,2112.16,74.05,24457.32
2024-02-13,Norte,Teclado,2,2389.03,1025.52,2727.0200000000004
2024-02-14,Nordeste,Fone de Ouvido,11,3600.62,1779.51,20032.21
2024-02-14,Centro-Oeste,Teclado,16,2277.64,900.63,22032.159999999996
2024-02-14,Sul,Notebook,16,2231.24,1996.51,3755.6799999999967
2024-02-14,Sudeste,Carregador,17,4599.03,1154.15,58562.95999999999
2024-02-14,Sudeste,Monitor,12,3877.09,2219.21,19894.56
2024-02-15,Sul,Monitor,16,4687.84,2511.34,34824.0
2024-02-15,Centro-Oeste,Carregador,16,3212.78,1192.48,32324.800000000003
2024-02-15,Sul,Mouse,6,3049.75,671.1,14271.900000000001
2024-02-15,Norte,Carregador,9,1266.9,836.76,3871.260000000001
2024-02-15,Centro-Oeste,Mouse,19,1624.48,1246.95,7173.07
2024-02-16,Nordeste,Teclado,17,2847.47,1016.01,31134.819999999996
2024-02-16,Sudeste,Teclado,14,3320.21,471.3,39884.74
2024-02-16,Sul,Carregador,6,599.23,491.64,645.5400000000002
2024-02-17,Sul,Carregador,5,3102.78,1489.79,8064.950000000001
2024-02-17,Sudeste,Mouse,18,4322.5,2769.08,27961.56
2024-02-18,Centro-Oeste,Smartphone,7,4971.55,2683.64,16015.370000000003
2024-02-18,Norte,Carregador,3,4246.4,1770.1,7428.9
2024-02-18,Centro-Oeste,Smartphone,14,4387.71,1112.06,45859.1
2024-02-19,Sul,Mouse,17,4143.62,953.73,54228.13
2024-02-19,Nordeste,Smartphone,16,3252.3,2583.32,10703.68
2024-02-19,Sul,Teclado,9,3575.35,1109.07,22196.519999999997
2024-02-19,Centro-Oeste,Fone de Ouvido,4,4437.34,2782.92,6617.68
2024-02-19,Nordeste,Notebook,15,4841.04,2146.65,40415.85
2024-02-19,Sul,Notebook,7,2951.79,1525.5,9984.029999999999
2024-02-20,Centro-Oeste,Mouse,5,1619.22,630.15,4945.35
2024-02-20,Nordeste,Carregador,11,2045.99,394.44,18167.05
2024-02-21,Norte,Monitor,5,2389.44,2308.44,405.0
2024-02-21,Nordeste,Monitor,9,3063.57,2233.95,7466.580000000004
2024-02-21,Sudeste,Mouse,13,3957.57,2713.26,16176.029999999999
2024-02-21,Sul,Teclado,18,2657.39,1770.43,15965.279999999997
2024-02-21,Sul,Fone de Ouvido,11,3685.62,2610.85,11822.47
2024-02-22,Nordeste,Carregador,10,3640.49,658.9,29815.899999999998
2024-02-22,Centro-Oeste,Monitor,5,3222.54,507.82,13573.599999999999
2024-02-22,Nordeste,Mouse,4,4028.62,1067.67,11843.8
2024-02-23,Nordeste,Smartphone,9,3183.69,1000.73,19646.64
2024-02-23,Nordeste,Smartphone,10,780.8,555.34,2254.5999999999995
2024-02-23,Norte,Carregador,17,4634.42,2473.62,36733.600000000006
2024-02-23,Sul,Fone de Ouvido,3,4186.2,987.74,9595.380000000001
2024-02-24,Centro-Oeste,Mouse,16,4825.53,1796.58,48463.2
2024-02-24,Centro-Oeste,Carregador,9,4727.2,768.54,35627.94
2024-02-24,Sul,Mouse,4,4850.31,1215.67,14538.560000000001
2024-02-24,Centro-Oeste,Notebook,16,2715.62,1004.11,27384.159999999996
2024-02-25,Nordeste,Smartphone,10,3187.39,134.16,30532.3
2024-02-25,Sudeste,Teclado,5,3807.58,1058.76,13744.099999999999
2024-02-26,Sul,Smartphone,16,4475.24,460.78,64231.36
2024-02-26,Nordeste,Mouse,3,3474.81,535.14,8819.01
2024-02-26,Sudeste,Monitor,2,2543.48,400.27,4286.42
2024-02-27,Sudeste,Fone de Ouvido,11,2401.71,2215.9,2043.9099999999994
2024-02-27,Sudeste,Monitor,13,2313.61,504.34,23520.510000000002
2024-02-27,Norte,Notebook,6,4870.32,1223.55,21880.619999999995
2024-02-27,Nordeste,Fone de Ouvido,15,4864.29,917.84,59196.75
2024-02-27,Nordeste,Teclado,19,2118.69,163.32,37152.03
2024-02-27,Nordeste,Mouse,18,3966.35,476.43,62818.56
2024-02-27,Sudeste,Smartphone,6,3432.77,2398.62,6204.900000000001
2024-02-27,Sudeste,Teclado,14,1553.09,716.3,11715.06
2024-02-28,Sudeste,Notebook,5,3058.0,1757.87,6500.650000000001
2024-02-28,Centro-Oeste,Carregador,17,4532.6,1161.23,57313.29000000001
2024-02-28,Nordeste,Teclado,18,3628.43,251.63,60782.399999999994
2024-02-28,Centro-Oeste,Notebook,1,2882.73,1895.87,986.8600000000001
2024-02-28,Sudeste,Monitor,15,1834.04,859.52,14617.8
2024-02-28,Nordeste,Mouse,1,3435.23,2360.27,1074.96
2024-02-29,Nordeste,Monitor,12,2112.76,90.14,24271.440000000002
2024-02-29,Norte,Smartphone,9,3276.73,1534.19,15682.86
2024-03-01,Sudeste,Fone de Ouvido,12,4622.94,938.87,44208.84
2024-03-01,Centro-Oeste,Mouse,6,4665.61,263.2,26414.46
2024-03-01,Sudeste,Fone de Ouvido,2,4850.96,2657.73,4386.46
2024-03-01,Sul,Notebook,17,3246.76,1714.91,26041.45
2024-03-02,Sul,Notebook,19,3819.63,1056.06,52507.83
2024-03-02,Norte,Notebook,4,2106.2,491.88,6457.279999999999
2024-03-02,Norte,Carregador,14,4220.14,2762.94,20400.800000000003
2024-03-02,Nordeste,Smartphone,2,3724.98,893.02,5663.92
2024-03-03,Norte,Mouse,15,2962.15,1781.83,17704.800000000003
2024-03-03,Centro-Oeste,Carregador,6,2923.57,2870.13,320.6400000000003
2024-03-03,Norte,Smartphone,7,3066.1,2396.53,4686.989999999998
2024-03-03,Norte,Teclado,8,1317.42,812.66,4038.080000000001
2024-03-04,Norte,Teclado,13,2078.91,1251.61,10754.9
2024-03-04,Centro-Oeste,Smartphone,9,4697.36,157.24,40861.08
2024-03-04,Sul,Mouse,18,4266.61,2706.57,28080.71999999999
2024-03-04,Norte,Fone de Ouvido,5,2823.14,1030.68,8962.3
2024-03-05,Sul,Notebook,11,4182.57,356.35,42088.42
2024-03-05,Sul,Teclado,14,2164.43,1863.85,4208.119999999999
2024-03-05,Sul,Smartphone,14,3836.76,2205.95,22831.340000000004
2024-03-05,Nordeste,Monitor,7,2929.81,293.25,18455.92
2024-03-05,Sudeste,Monitor,15,3642.49,852.58,41848.649999999994
2024-03-05,Norte,Monitor,13,2789.0,1596.89,15497.429999999998
2024-03-06,Sudeste,Monitor,14,3375.25,1016.36,33024.46
2024-03-06,Centro-Oeste,Mouse,10,4272.9,2091.61,21812.899999999994
2024-03-06,Nordeste,Fone de Ouvido,18,2107.96,1263.58,15198.840000000002
